cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
756    47     store           8      8    0        0     
757    48     load            64     1    61       2     
758    49     getelementptr   64     0    48       16    
759    50     store           64     0    64       0     
760    51     load            64     0    60       4     
761    52     getelementptr   64     0    51       13    
762    53     store           64     0    0        64    
763    54     load            64     6    49       9     
764    55     icmp            64     0    0        64    
765    56     br              1      1    0        0     
766    60     load            64     16   47       1     
767    61     icmp            32     32   0        0     
768    62     br              1      1    0        0     
769    63     load            64     5    59       0     
770    64     load            64     5    59       0     
771    65     sext            32     4    28       0     
772    66     getelementptr   64     4    60       0     
773    67     load            64     3    61       0     
774    68     getelementptr   64     11   53       0     
775    69     store           64     8    56       0     
776    11     load            64     9    55       0     
777    12     add             32     4    28       0     
778    13     store           32     4    28       0     
779    14     sext            32     10   20       2     
780    15     getelementptr   64     13   51       0     
781    16     load            64     11   51       2     
782    17     store           8      8    0        0     
783    18     load            64     16   48       0     
784    19     sext            8      8    0        0     
785    20     call            64     14   49       1     
786    21     load            64     16   48       0     
787    22     sext            8      8    0        0     
788    23     switch          32     32   0        0     
789    26     load            64     3    61       0     
790    27     load            64     0    57       7     
791    28     add             32     0    21       11    
792    29     store           32     4    28       0     
793    30     sext            32     10   22       0     
794    31     getelementptr   64     12   52       0     
795    32     store           64     11   53       0     
796    33     store           32     0    0        32    
797    11     load            64     13   51       0     
798    12     add             32     4    28       0     
799    13     store           32     4    28       0     
800    14     sext            32     12   20       0     
801    15     getelementptr   64     13   51       0     
802    16     load            64     13   51       0     
803    17     store           8      8    0        0     
804    18     load            64     14   50       0     
805    19     sext            8      8    0        0     
806    20     call            64     14   49       1     
807    21     load            64     16   48       0     
808    22     sext            8      8    0        0     
809    23     switch          32     32   0        0     
810    39     store           32     0    0        32    
811    11     load            64     11   53       0     
812    12     add             32     3    29       0     
813    13     store           32     3    29       0     
814    14     sext            32     12   20       0     
815    15     getelementptr   64     13   51       0     
816    16     load            64     13   51       0     
817    17     store           8      8    0        0     
818    18     load            64     17   47       0     
819    19     sext            8      8    0        0     
820    20     call            64     14   49       1     
821    21     load            64     2    47       15    
822    22     sext            8      1    0        7     
823    23     switch          32     1    0        31    
824    41     call            64     0    31       33    
825    42     bitcast         64     3    49       12    
826    43     store           64     3    49       12    
827    44     load            64     15   49       0     
828    45     load            64     3    61       0     
829    46     getelementptr   64     15   49       0     
830    47     store           8      8    0        0     
831    48     load            64     1    61       2     
832    49     getelementptr   64     2    49       13    
833    50     store           64     0    64       0     
834    51     load            64     1    61       2     
835    52     getelementptr   64     0    50       14    
836    53     store           64     0    64       0     
837    54     load            64     7    48       9     
838    55     icmp            64     0    0        64    
839    56     br              1      1    0        0     
840    60     load            64     1    49       14    
841    61     icmp            32     0    0        32    
842    62     br              1      1    0        0     
843    71     load            64     4    60       0     
844    72     load            64     6    57       1     
845    73     sext            32     4    28       0     
846    74     getelementptr   64     3    61       0     
847    75     load            64     1    63       0     
848    76     getelementptr   64     14   50       0     
849    77     store           64     8    56       0     
850    11     load            64     9    55       0     
851    12     add             32     3    29       0     
852    13     store           32     3    29       0     
853    14     sext            32     11   20       1     
854    15     getelementptr   64     11   51       2     
855    16     load            64     12   51       1     
856    17     store           8      8    0        0     
857    18     load            64     15   49       0     
858    19     sext            8      8    0        0     
859    20     call            64     14   49       1     
860    21     load            64     15   49       0     
861    22     sext            8      7    0        1     
862    23     switch          32     31   0        1     
863    35     load            64     0    49       15    
864    36     add             32     0    0        32    
865    37     store           32     0    0        32    
866    11     load            64     10   54       0     
867    12     add             32     3    29       0     
868    13     store           32     2    30       0     
