cycle  INDEX  OPCODE          WIDTH  SDC  SYMPTOM  TRUE  
626    29     load            64     0    0        64    
627    30     shl             64     0    0        64    
628    31     add             64     1    0        63    
629    33     load            64     64   0        0     
630    34     load            64     1    0        63    
631    35     icmp            1      1    0        0     
632    46     load            32     0    1        31    
633    47     add             32     0    1        31    
634    13     load            32     0    0        32    
635    14     icmp            1      0    0        1     
636    16     load            64     62   0        2     
637    17     shl             64     64   0        0     
638    18     load            64     2    0        62    
639    19     and             64     34   0        30    
640    20     lshr            64     64   0        0     
641    21     add             64     64   0        0     
642    23     load            64     0    0        64    
643    24     shl             64     0    0        64    
644    26     load            64     63   0        1     
645    27     shl             64     64   0        0     
646    29     load            64     0    0        64    
647    30     shl             64     0    0        64    
648    31     add             64     1    0        63    
649    33     load            64     64   0        0     
650    34     load            64     1    0        63    
651    35     icmp            1      1    0        0     
652    46     load            32     0    1        31    
653    47     add             32     0    1        31    
654    13     load            32     0    0        32    
655    14     icmp            1      0    0        1     
656    50     load            64     15   49       0     
657    51     bitcast         64     14   50       0     
658    52     bitcast         64     11   48       5     
659    69     load            32     32   0        0     
660    70     getelementptr   64     5    50       9     
661    71     load            32     32   0        0     
662    72     getelementptr   64     4    48       12    
663    73     load            32     32   0        0     
664    74     call            32     0    0        32    
665    76     load            32     31   1        0     
666    77     add             32     31   1        0     
667    63     load            32     30   0        2     
668    64     icmp            1      1    0        0     
669    66     load            32     32   0        0     
670    67     sext            64     32   0        32    
671    0      alloca          64     1    48       15    
672    1      alloca          64     2    53       9     
673    2      alloca          64     3    53       8     
674    3      alloca          64     4    50       10    
675    4      alloca          64     7    50       7     
676    5      alloca          64     3    52       9     
677    13     load            32     26   0        6     
678    14     icmp            1      1    0        0     
679    16     load            64     62   0        2     
680    17     shl             64     64   0        0     
681    18     load            64     2    0        62    
682    19     and             64     34   0        30    
683    20     lshr            64     64   0        0     
684    21     add             64     64   0        0     
685    23     load            64     30   0        34    
686    24     shl             64     32   0        32    
687    26     load            64     47   0        17    
688    27     shl             64     48   0        16    
689    29     load            64     0    0        64    
690    30     shl             64     0    0        64    
691    31     add             64     1    0        63    
692    33     load            64     64   0        0     
693    34     load            64     1    0        63    
694    35     icmp            1      1    0        0     
695    46     load            32     31   1        0     
696    47     add             32     31   1        0     
697    13     load            32     26   0        6     
698    14     icmp            1      1    0        0     
699    16     load            64     62   0        2     
700    17     shl             64     64   0        0     
701    18     load            64     2    0        62    
702    19     and             64     34   0        30    
703    20     lshr            64     64   0        0     
704    21     add             64     64   0        0     
705    23     load            64     30   0        34    
706    24     shl             64     32   0        32    
707    26     load            64     48   0        16    
708    27     shl             64     49   0        15    
709    29     load            64     0    0        64    
710    30     shl             64     0    0        64    
711    31     add             64     1    0        63    
712    33     load            64     64   0        0     
713    34     load            64     1    0        63    
714    35     icmp            1      1    0        0     
715    46     load            32     31   1        0     
716    47     add             32     31   1        0     
717    13     load            32     26   0        6     
718    14     icmp            1      1    0        0     
719    16     load            64     62   0        2     
720    17     shl             64     64   0        0     
721    18     load            64     2    0        62    
722    19     and             64     34   0        30    
723    20     lshr            64     64   0        0     
724    21     add             64     64   0        0     
725    23     load            64     30   0        34    
726    24     shl             64     32   0        32    
727    26     load            64     49   0        15    
728    27     shl             64     50   0        14    
729    29     load            64     0    0        64    
730    30     shl             64     0    0        64    
731    31     add             64     1    0        63    
732    33     load            64     64   0        0     
733    34     load            64     1    0        63    
734    35     icmp            1      1    0        0     
735    46     load            32     31   1        0     
736    47     add             32     31   1        0     
737    13     load            32     26   0        6     
738    14     icmp            1      1    0        0     
739    16     load            64     62   0        2     
740    17     shl             64     64   0        0     
741    18     load            64     2    0        62    
742    19     and             64     34   0        30    
743    20     lshr            64     64   0        0     
744    21     add             64     64   0        0     
745    23     load            64     30   0        34    
746    24     shl             64     32   0        32    
747    26     load            64     50   0        14    
748    27     shl             64     51   0        13    
749    29     load            64     0    0        64    
750    30     shl             64     0    0        64    
751    31     add             64     1    0        63    
752    33     load            64     64   0        0     
753    34     load            64     1    0        63    
754    35     icmp            1      1    0        0     
755    46     load            32     31   1        0     
756    47     add             32     31   1        0     
757    13     load            32     26   0        6     
758    14     icmp            1      1    0        0     
759    16     load            64     62   0        2     
760    17     shl             64     64   0        0     
761    18     load            64     2    0        62    
762    19     and             64     34   0        30    
763    20     lshr            64     64   0        0     
764    21     add             64     64   0        0     
765    23     load            64     30   0        34    
766    24     shl             64     32   0        32    
767    26     load            64     51   0        13    
768    27     shl             64     52   0        12    
769    29     load            64     0    0        64    
770    30     shl             64     0    0        64    
771    31     add             64     1    0        63    
772    33     load            64     64   0        0     
773    34     load            64     1    0        63    
